order_id,customer_id,order_status,order_purchase_timestamp,customer_state,seller_state,product_category_name_english,items_count,price_sum,freight_value_sum,payments_count,payment_value_sum,payment_type_main,payment_installments_max,same_state_flag,purchase_month,purchase_dayofweek,purchase_hour,is_weekend,delivery_time_days,is_long_delivery
e4b86afb67e591d71050d108a2672dbb,aa5de1c726fedb2c495cea4ead03d6d8,delivered,2017-09-20 07:40:23,SP,SP,computers_accessories,1.0,63.9,11.95,1.0,75.85,boleto,1.0,1,9,2,7,0,29.354074074074077,1
b01b7777b351f49d79288d7ea2f56ffb,715345015489c916a5622ef164e62fff,delivered,2017-09-20 07:44:21,SP,SP,toys,1.0,59.99,9.34,1.0,69.33,credit_card,1.0,1,9,2,7,0,1.3142013888888888,0
87c98d8706c75e568d61dc02c6c9305d,460f33177a25662d12fb9affe654e6d1,delivered,2017-09-20 07:54:43,GO,SP,toys,1.0,74.8,17.77,1.0,92.57,,2.0,0,9,2,7,0,14.556666666666668,0
85d0343db3251fe60d7cf6a51d7f702d,ec77a878bf09d9d192732e2cd3c5a160,delivered,2017-09-20 07:59:31,MG,RJ,toys,1.0,199.99,16.16,1.0,216.15,credit_card,4.0,0,9,2,7,0,12.408344907407407,0
9ba7ed4875ebdafe8b7969fe4417e5a5,5160a7d2b93c50245ae21cbc016e4e1a,delivered,2017-09-20 08:10:20,SP,PR,pet_shop,1.0,499.9,24.34,1.0,524.24,credit_card,3.0,0,9,2,8,0,6.39113425925926,0
6ab534505fb57203e69d50a39a28603f,e5b5cca1233647157ad0336d76996bab,delivered,2017-09-20 08:29:08,SP,SP,furniture_decor,1.0,250.0,35.02,1.0,285.02,credit_card,1.0,1,9,2,8,0,9.277280092592592,0
25aa51228f73fcd38cfebfe6e20edf6f,3a1a556195f1b6b85df1bf9aa4ba3d88,delivered,2017-09-20 08:29:33,MG,MG,,1.0,98.99,13.71,1.0,112.7,credit_card,10.0,1,9,2,8,0,13.532164351851852,0
4908c7c1919e42e7662e3cbd307edf74,b9c09012685c3318c9a1d921f9b08c3b,delivered,2017-09-20 08:40:04,PR,SP,furniture_decor,1.0,23.49,44.81,1.0,68.3,credit_card,1.0,0,9,2,8,0,14.464247685185184,0
f829a70601d740aed0868f3aee51da03,9a5933540f93a1f6293effde1e30f5b5,delivered,2017-09-20 08:54:17,SC,SP,toys,1.0,99.0,16.45,3.0,115.45,voucher,1.0,0,9,2,8,0,9.181770833333331,0
9a0b6a2c842e5a42bef91fa4c7dea9c4,e02cd9861f07833a0aa0e073527e81a8,delivered,2017-09-20 08:54:48,PR,MG,luggage_accessories,1.0,72.9,19.75,1.0,92.65,credit_card,4.0,0,9,2,8,0,13.132418981481482,0
5e0140671ad91ce830fb2b33a3210d1b,8c045d0442a9354cfc68a056c51a817b,delivered,2017-09-20 08:59:00,AL,SP,audio,1.0,89.0,21.42,1.0,110.42,credit_card,10.0,0,9,2,8,0,29.575405092592597,1
72e93009f1735bbd1de92c45ec1fe3c5,3276e938808e31ea43a1fab43dda3707,delivered,2017-09-20 08:59:41,SC,SP,computers_accessories,1.0,54.6,14.13,1.0,68.73,credit_card,1.0,0,9,2,8,0,15.119594907407407,0
720c168395983625e42d1596d5cbc08d,3feb17a1f97ccc28e53ccbad3dc291b6,delivered,2017-09-20 09:01:50,ES,PR,electronics,1.0,18.9,25.63,1.0,44.53,voucher,1.0,0,9,2,9,0,13.22369212962963,0
26da4fbffcbe7dcaf4e1857417920b43,1739c1a969076599835a1d86b968ed5e,delivered,2017-09-20 09:11:25,SP,MG,sports_leisure,1.0,69.9,16.25,1.0,86.15,credit_card,1.0,0,9,2,9,0,5.301909722222222,0
