order_id,customer_id,order_status,order_purchase_timestamp,customer_state,seller_state,product_category_name_english,items_count,price_sum,freight_value_sum,payments_count,payment_value_sum,payment_type_main,payment_installments_max,same_state_flag,purchase_month,purchase_dayofweek,purchase_hour,is_weekend,delivery_time_days,is_long_delivery
e839d1b21d3efdeb377a2689db711b68,c77cf42ae5c9e65304958f02c978145a,delivered,2017-11-24 08:50:57,PR,MG,garden_tools,1.0,89.99,50.5,1.0,140.49,boleto,1.0,0,11,4,8,0,19.46408564814815,1
c6c2b773220a3f75195832ac098af194,49658117b256d5f59316507693ffefc5,delivered,2017-11-24 08:51:15,MG,PR,furniture_decor,1.0,74.9,18.09,1.0,92.99,,7.0,0,11,4,8,0,19.545578703703704,1
0778b810e2b38affa71607aa32043365,40007efc8eba921655b88ab47d309e4b,delivered,2017-11-24 08:51:18,MG,SP,,1.0,27.99,15.1,1.0,43.09,credit_card,4.0,0,11,4,8,0,26.250775462962963,1
c3d42c4d02c4f04fd1787dda7d49ea99,7e0e5c4037a75a6a72a3c9033ccb005d,delivered,2017-11-24 08:51:46,MG,SP,telephony,1.0,43.99,15.1,1.0,59.09,boleto,1.0,0,11,4,8,0,13.425972222222224,0
2a6ec88bef2eb4c5e4716b26406ead0b,89128b58a471ab0487f3198a463e80fd,delivered,2017-11-24 08:51:55,SC,SP,cool_stuff,3.0,272.70000000000005,49.2,1.0,321.9,credit_card,1.0,0,11,4,8,0,17.996956018518517,1
1069df9b022c0b01d48a46af47e7af81,bd60114b444f22fc31720b2403f60551,delivered,2017-11-24 08:54:03,SP,RS,toys,1.0,129.8,39.84,1.0,169.64,credit_card,8.0,0,11,4,8,0,7.239629629629629,0
5d103f49c32225c353410679f8e90880,cc483e04990291b36653b10bf8b7b660,delivered,2017-11-24 08:54:06,MG,DF,bed_bath_table,1.0,64.9,16.7,1.0,81.6,credit_card,4.0,0,11,4,8,0,6.531284722222222,0
738129d32fe1f1ed56c7078789ebe85a,f15447473f2a1247ec9c2c4441465871,delivered,2017-11-24 08:54:54,SP,SP,telephony,1.0,24.99,7.78,1.0,32.77,credit_card,3.0,1,11,4,8,0,21.53045138888889,1
560dbca079541765d29129e9b652f8c2,0b7f21f33e24667de2d6258aa72ab369,delivered,2017-11-24 08:55:16,SP,SP,perfumery,1.0,53.99,7.78,1.0,61.77,credit_card,1.0,1,11,4,8,0,4.268321759259259,0
798f872475163b012f68c583819f0a39,c593a1dca86a74c12b9929d08e6c4330,delivered,2017-11-24 08:57:10,SP,SP,computers_accessories,1.0,12.88,11.85,1.0,24.73,credit_card,1.0,1,11,4,8,0,7.614756944444444,0
25eb0761e1e9fbcf056d8d92a88caef8,8413e7c0395740d8043bf764b523efc5,delivered,2017-11-24 08:58:58,RJ,RJ,small_appliances,1.0,129.9,12.36,1.0,142.26,boleto,1.0,1,11,4,8,0,7.583368055555556,0
