feature_name,importance,abs_importance
cat__customer_state_SP,-1.688633723140651,1.688633723140651
cat__customer_state_MG,-1.5629969543205078,1.5629969543205078
cat__product_category_name_english_fashion_shoes,1.5575260442067265,1.5575260442067265
cat__customer_state_PR,-1.4739450813335153,1.4739450813335153
cat__product_category_name_english_office_furniture,1.4044699751347087,1.4044699751347087
cat__customer_state_AL,1.3628615276153917,1.3628615276153917
cat__customer_state_PB,1.1173807354142526,1.1173807354142526
cat__customer_state_AP,1.0995045502119516,1.0995045502119516
cat__customer_state_RJ,-1.0505872370239153,1.0505872370239153
cat__customer_state_PA,0.9744258102505636,0.9744258102505636
cat__product_category_name_english_computers,-0.9417726549955092,0.9417726549955092
num__same_state_flag,-0.9391100049073113,0.9391100049073113
cat__customer_state_AM,0.8014304693970143,0.8014304693970143
cat__customer_state_DF,-0.7856641206765135,0.7856641206765135
cat__customer_state_RO,0.7826775296541523,0.7826775296541523
cat__customer_state_RN,0.7769098562012895,0.7769098562012895
cat__customer_state_MA,0.7365580475976298,0.7365580475976298
cat__product_category_name_english_home_appliances_2,0.7164864591526178,0.7164864591526178
cat__seller_state_RN,0.6683360684152476,0.6683360684152476
cat__product_category_name_english_fashion_male_clothing,0.6483131613768915,0.6483131613768915
cat__product_category_name_english_home_confort,0.6375769432508159,0.6375769432508159
cat__product_category_name_english_furniture_living_room,0.6177646145306537,0.6177646145306537
cat__product_category_name_english_furniture_mattress_and_upholstery,0.6171476833742324,0.6171476833742324
cat__product_category_name_english_construction_tools_safety,0.6077658214176026,0.6077658214176026
cat__product_category_name_english_la_cuisine,-0.6030281460021252,0.6030281460021252
cat__customer_state_RS,-0.5989501966586951,0.5989501966586951
cat__seller_state_CE,0.5857446741111478,0.5857446741111478
cat__product_category_name_english_construction_tools_lights,-0.5728894011411686,0.5728894011411686
cat__customer_state_SE,0.559258711019933,0.559258711019933
cat__customer_state_GO,-0.5550101846181381,0.5550101846181381
cat__product_category_name_english_fashio_female_clothing,0.5412849664372058,0.5412849664372058
cat__customer_state_ES,-0.5184691141533244,0.5184691141533244
cat__customer_state_MS,-0.5086304144467326,0.5086304144467326
cat__product_category_name_english_cds_dvds_musicals,-0.5046252598840278,0.5046252598840278
num__items_count,-0.492471990051802,0.492471990051802
cat__product_category_name_english_bed_bath_table,0.48986922815060474,0.48986922815060474
cat__seller_state_ES,-0.4775666493987747,0.4775666493987747
cat__product_category_name_english_agro_industry_and_commerce,-0.4763540968918205,0.4763540968918205
cat__product_category_name_english_furniture_decor,0.47539293496094037,0.47539293496094037
cat__customer_state_SC,-0.47072997208206374,0.47072997208206374
cat__product_category_name_english_small_appliances,-0.4656409834781214,0.4656409834781214
cat__seller_state_PA,0.4613420078751321,0.4613420078751321
cat__customer_state_PE,0.4553610076518112,0.4553610076518112
cat__product_category_name_english_fashion_bags_accessories,-0.4515973936952709,0.4515973936952709
cat__product_category_name_english_furniture_bedroom,0.44154915334072686,0.44154915334072686
cat__product_category_name_english_market_place,-0.4260544907080724,0.4260544907080724
cat__seller_state_PE,-0.4047393874324499,0.4047393874324499
cat__customer_state_BA,0.3922425016669651,0.3922425016669651
cat__product_category_name_english_costruction_tools_tools,-0.3609905911131689,0.3609905911131689
