feature_name,importance,abs_importance
cat__customer_state_SP,-1.6053201223705182,1.6053201223705182
cat__product_category_name_english_office_furniture,1.5336336938955963,1.5336336938955963
cat__customer_state_PR,-1.4564510721706136,1.4564510721706136
cat__customer_state_MG,-1.4265174112779253,1.4265174112779253
cat__product_category_name_english_fashion_shoes,1.2400790821391707,1.2400790821391707
cat__customer_state_AP,1.1751748024490591,1.1751748024490591
cat__customer_state_AL,1.1300190712324016,1.1300190712324016
cat__product_category_name_english_computers,-1.114766386377181,1.114766386377181
num__same_state_flag,-1.1048505196634455,1.1048505196634455
cat__customer_state_PA,1.0908488144668302,1.0908488144668302
cat__customer_state_AM,1.0029198376935864,1.0029198376935864
cat__customer_state_DF,-0.9803325055879988,0.9803325055879988
cat__customer_state_RJ,-0.9101490567211649,0.9101490567211649
cat__customer_state_PB,0.8968585603647095,0.8968585603647095
cat__customer_state_MA,0.7739232105683097,0.7739232105683097
cat__product_category_name_english_construction_tools_lights,0.75014354963767,0.75014354963767
cat__product_category_name_english_market_place,-0.7430173378499781,0.7430173378499781
cat__product_category_name_english_furniture_living_room,0.7398451024472894,0.7398451024472894
cat__product_category_name_english_costruction_tools_garden,-0.6835391965052361,0.6835391965052361
cat__product_category_name_english_cds_dvds_musicals,-0.6829425207133668,0.6829425207133668
cat__customer_state_SE,0.6721515941465837,0.6721515941465837
cat__customer_state_RS,-0.6583465922435746,0.6583465922435746
cat__customer_state_MS,-0.6550548473181221,0.6550548473181221
cat__product_category_name_english_home_confort,0.650818458056887,0.650818458056887
cat__product_category_name_english_la_cuisine,-0.6397701337481966,0.6397701337481966
cat__customer_state_ES,-0.6344651487818548,0.6344651487818548
cat__customer_state_GO,-0.6202291363048951,0.6202291363048951
cat__seller_state_SE,-0.6177406197701578,0.6177406197701578
cat__product_category_name_english_small_appliances,-0.6147522278391835,0.6147522278391835
cat__product_category_name_english_home_appliances_2,0.5962596056555263,0.5962596056555263
cat__seller_state_RO,0.5956897888577762,0.5956897888577762
cat__product_category_name_english_diapers_and_hygiene,0.59468785548696,0.59468785548696
cat__product_category_name_english_furniture_mattress_and_upholstery,0.5595864946256001,0.5595864946256001
cat__customer_state_RO,0.5579555960081655,0.5579555960081655
cat__customer_state_SC,-0.54796122309114,0.54796122309114
cat__seller_state_CE,0.4950482023086918,0.4950482023086918
cat__product_category_name_english_bed_bath_table,0.46437092904439875,0.46437092904439875
cat__product_category_name_english_furniture_bedroom,0.4497189346718516,0.4497189346718516
cat__product_category_name_english_furniture_decor,0.4461366259704728,0.4461366259704728
cat__product_category_name_english_flowers,-0.4186671284669026,0.4186671284669026
cat__product_category_name_english_food_drink,-0.4106536353386805,0.4106536353386805
cat__product_category_name_english_cool_stuff,-0.41024302624009834,0.41024302624009834
cat__seller_state_RN,0.40062475977078266,0.40062475977078266
cat__seller_state_DF,-0.4000493552946157,0.4000493552946157
cat__seller_state_MT,-0.396103225841753,0.396103225841753
cat__seller_state_RS,-0.38707725987939506,0.38707725987939506
cat__product_category_name_english_books_technical,-0.3843899426956309,0.3843899426956309
num__items_count,-0.3788402824987492,0.3788402824987492
cat__product_category_name_english_fixed_telephony,-0.370505870059887,0.370505870059887
cat__customer_state_RN,0.3685592594986277,0.3685592594986277
cat__customer_state_AC,0.35897416194294757,0.35897416194294757
cat__product_category_name_english_home_comfort_2,0.35642412326565853,0.35642412326565853
cat__product_category_name_english_watches_gifts,-0.3561294917209056,0.3561294917209056
cat__product_category_name_english_home_construction,-0.33362186259686394,0.33362186259686394
cat__product_category_name_english_small_appliances_home_oven_and_coffee,-0.32923041807503484,0.32923041807503484
cat__product_category_name_english_fashio_female_clothing,0.32629769396552766,0.32629769396552766
cat__product_category_name_english_fashion_bags_accessories,-0.3211597539909027,0.3211597539909027
cat__customer_state_CE,0.31879630917814455,0.31879630917814455
cat__payment_type_main_credit_card,-0.3162831596306261,0.3162831596306261
cat__seller_state_GO,-0.312168536772724,0.312168536772724
cat__seller_state_ES,-0.3061418904854505,0.3061418904854505
cat__product_category_name_english_party_supplies,-0.2969177847901611,0.2969177847901611
cat__product_category_name_english_luggage_accessories,-0.27368695393865994,0.27368695393865994
cat__product_category_name_english_industry_commerce_and_business,-0.27219625703557687,0.27219625703557687
cat__product_category_name_english_agro_industry_and_commerce,-0.2573561671364447,0.2573561671364447
cat__product_category_name_english_pet_shop,-0.2518360061691361,0.2518360061691361
cat__product_category_name_english_dvds_blu_ray,-0.2512838224790427,0.2512838224790427
cat__product_category_name_english_sports_leisure,-0.24949661960068906,0.24949661960068906
cat__payment_type_main_unknown,-0.24294571954737765,0.24294571954737765
cat__product_category_name_english_art,-0.22470259762875014,0.22470259762875014
cat__product_category_name_english_garden_tools,0.2223039928969564,0.2223039928969564
cat__product_category_name_english_fashion_male_clothing,0.21928885938411813,0.21928885938411813
cat__product_category_name_english_food,-0.214288988393195,0.214288988393195
num__purchase_month,0.21134322093451186,0.21134322093451186
cat__product_category_name_english_construction_tools_construction,0.2042457532974915,0.2042457532974915
cat__product_category_name_english_music,0.20167695011616266,0.20167695011616266
cat__product_category_name_english_audio,0.19508790775039786,0.19508790775039786
cat__seller_state_MS,-0.19212042616314065,0.19212042616314065
cat__customer_state_BA,0.18619344853273878,0.18619344853273878
cat__seller_state_MG,0.17829982012775006,0.17829982012775006
cat__product_category_name_english_security_and_services,-0.16884849478898623,0.16884849478898623
cat__product_category_name_english_toys,-0.16661279749491673,0.16661279749491673
cat__customer_state_PE,0.1663477678473537,0.1663477678473537
cat__product_category_name_english_health_beauty,-0.1629630226443303,0.1629630226443303
cat__seller_state_SP,0.15962985109224515,0.15962985109224515
cat__product_category_name_english_costruction_tools_tools,-0.1483560659967715,0.1483560659967715
