order_id,customer_id,order_status,order_purchase_timestamp,customer_state,seller_state,product_category_name_english,items_count,price_sum,freight_value_sum,payments_count,payment_value_sum,payment_type_main,payment_installments_max,same_state_flag,purchase_month,purchase_dayofweek,purchase_hour,is_weekend,delivery_time_days,is_long_delivery
dae095a3efbcc51f73f9a75181008850,154bafc6afb65baa7346ffc19d8830c6,delivered,2017-08-15 11:45:13,SP,SP,computers_accessories,1.0,32.4,11.85,1.0,44.25,boleto,1.0,1,8,1,11,0,6.222280092592593,0
9061c246bf482d3062cc4a342aadf137,a8d4edc24823fba2e3baafe8e521894a,delivered,2017-08-15 11:49:32,PR,SP,housewares,1.0,59.9,17.67,1.0,77.57,credit_card,6.0,0,8,1,11,0,8.166296296296297,0
125f4dd03bbae6aa696e6196ac423f72,7af73a8a96ff524df046d8b5ed974024,delivered,2017-08-15 11:58:33,SP,RJ,toys,1.0,449.99,19.4,2.0,469.39,credit_card,10.0,0,8,1,11,0,6.297858796296296,0
37f67c0f08baff980a2be6e9216099dd,c4b610f8ee40f07c6f712253a91ab0a1,delivered,2017-08-15 12:05:00,SP,SP,garden_tools,1.0,59.9,13.44,1.0,73.34,credit_card,7.0,1,8,1,12,0,6.288032407407408,0
08d9736edf0d305e722fce35c395b8f6,d83f6c677e1ab91b5c1b97fd4b63f43b,delivered,2017-08-15 12:10:27,PA,SP,toys,1.0,89.9,17.91,1.0,107.81,credit_card,5.0,0,8,1,12,0,14.425219907407408,0
a1f7a3803f5afa1b25182cbc0b2c38be,bca7362f1e13747e7a3617c2b064f23d,delivered,2017-08-15 12:15:23,SP,SP,garden_tools,1.0,59.9,13.44,1.0,73.34,boleto,1.0,1,8,1,12,0,9.306724537037036,0
fd85717bc49c767347b7b46317392d7d,d8daedee5a8e83272a2806c5a4e212a6,delivered,2017-08-15 12:37:15,SP,SP,perfumery,1.0,56.99,8.72,2.0,65.71000000000001,credit_card,1.0,1,8,1,12,0,14.019224537037037,0
8cc9f4314e5d248315bbefd0481e52aa,64ba4b1cf394656f82a9dc6c051d8daf,delivered,2017-08-15 12:42:34,SP,SP,health_beauty,2.0,125.98,23.46,1.0,149.44,credit_card,4.0,1,8,1,12,0,8.135590277777778,0
6022868452d819974c3e98f769a70944,fd10cada9af2bb1877d4aab47eea4f59,delivered,2017-08-15 12:43:02,MG,SP,furniture_decor,1.0,51.92,16.12,1.0,68.04,boleto,1.0,0,8,1,12,0,14.31244212962963,0
919dfcc9cd85179b6da8c06b39a29996,a2332c527274bf42f10b829c579f6c7b,delivered,2017-08-15 12:44:28,SP,MG,sports_leisure,1.0,34.7,15.1,1.0,49.8,unknown,1.0,0,8,1,12,0,15.95138888888889,1
