order_id,customer_id,order_status,order_purchase_timestamp,customer_state,seller_state,product_category_name_english,items_count,price_sum,freight_value_sum,payments_count,payment_value_sum,payment_type_main,payment_installments_max,same_state_flag,purchase_month,purchase_dayofweek,purchase_hour,is_weekend,delivery_time_days,is_long_delivery
3b0a023614a9b0c9d8f4bdbc98bd7b0c,713477f27e9bcb84f9449e11fb6378ec,delivered,2017-05-22 15:14:26,RJ,SP,bed_bath_table,1.0,89.9,15.38,1.0,105.28,credit_card,10.0,0,5,0,15,0,7.8465625,0
6ded11f0a307eed2ae0931fe59f4c599,96acf11f5c1d5f2ddba8bedc04d41d3c,delivered,2017-05-22 15:15:24,MG,SP,housewares,1.0,38.0,16.6,1.0,54.11,credit_card,1.0,0,5,0,15,0,3.728101851851852,0
5b3a827693de8853bedacce89b3cc8cd,87ee77b8ae3545576881cd6327ba641a,delivered,2017-05-22 15:17:24,RJ,MG,housewares,1.0,28.99,14.1,1.0,43.09,debit_card,1.0,0,5,0,15,0,9.953923611111112,0
ca7a62dce548a9bd31b4fd4f12af30d8,0658798436373ff6997afab7a5e29494,delivered,2017-05-22 15:24:05,SP,SC,toys,1.0,64.9,15.2,1.0,80.1,debit_card,1.0,0,5,0,15,0,30.905532407407406,1
4c1cb7f4baf46ea807d4e65bc0494dba,d32e1e149743201b00ede9aca9df9209,delivered,2017-05-22 15:34:53,MA,SP,telephony,1.0,15.9,21.15,1.0,37.05,credit_card,3.0,0,5,0,15,0,16.875671296296296,1
d2233ae03525c5a589881557eee7640f,676b3b7cb2e9c7dc5d8d4cbf1aedae2a,delivered,2017-05-22 15:41:36,SP,SP,unknown,1.0,42.9,8.72,1.0,51.62,credit_card,4.0,1,5,0,15,0,7.000208333333333,0
30eefcc39df18702a6f28ff1a98a0a61,673f9007d15b360bf5b259a7dd9057c7,delivered,2017-05-22 15:46:17,GO,SC,garden_tools,1.0,449.0,45.55,1.0,494.55,credit_card,10.0,0,5,0,15,0,8.988564814814815,0
20662ff76e857a011a9f64039d541dab,d8f38b2c9abdbbc1fa17fe4a8fdfd433,delivered,2017-05-22 15:51:20,PR,SP,telephony,1.0,19.95,15.1,1.0,35.05,credit_card,1.0,0,5,0,15,0,15.026377314814814,0
be6e034d294e425c514e215bf0b7120a,ba7c84cd4d0db9d73b66a79e4d3e130c,delivered,2017-05-22 15:57:42,SP,SP,pet_shop,1.0,78.87,12.89,1.0,91.76,credit_card,2.0,1,5,0,15,0,7.844305555555556,0
e911951b98ae5dba91085dd2bfc69ccb,0981cb5376215f2570ccacd95d6ef3f6,delivered,2017-05-22 16:11:48,SP,SP,perfumery,1.0,149.9,9.24,1.0,159.14,boleto,1.0,1,5,0,16,0,3.120162037037037,0
80b9515e62b3dcb4da3c324967e6af86,9581e5cc4b6d9ea32cf3065424d42daf,delivered,2017-05-22 16:16:13,SP,SP,housewares,2.0,59.8,18.68,1.0,78.48,credit_card,4.0,1,5,0,16,0,2.9856481481481483,0
474a5a5d176b5d84afe62cdfa7d69dd9,aa75863809ddc7b14204b1040b6f79e8,delivered,2017-05-22 16:17:30,GO,RJ,computers_accessories,1.0,999.0,36.03,1.0,1035.03,credit_card,10.0,0,5,0,16,0,13.972210648148147,0
cd9ef363164449df0bf374f87fa1b1de,b5465de2043513d45163ffec2620e4bf,delivered,2017-05-22 16:29:35,SP,MG,housewares,2.0,49.89,15.1,1.0,64.99,unknown,1.0,0,5,0,16,0,3.884826388888889,0
1fe59b7c4d7a5015c3c73464f4d2e719,693f0c6c1fe7edc469dd9bf07e358fa9,delivered,2017-05-22 16:30:28,MG,SP,cool_stuff,1.0,24.0,15.1,1.0,39.1,credit_card,2.0,0,5,0,16,0,6.717546296296296,0
d8c65cae037f8f9a93e2a53c54357a21,d14dcc33d06d94ffd075c4ac9f347f8d,delivered,2017-05-22 16:32:00,CE,SP,telephony,1.0,17.0,25.63,1.0,42.63,credit_card,4.0,0,5,0,16,0,14.014108796296297,0
9b5be2b2b32aab3c2d528cef27f8d6db,10df2de08a01e0a138f72206a5956993,delivered,2017-05-22 16:41:50,SP,PR,sports_leisure,1.0,54.85,15.14,1.0,69.99,credit_card,6.0,0,5,0,16,0,3.654166666666667,0
0bbed493fd86aa835b13d1ff5ad91928,40f3a8d02b47a0705c03269ffc9a76dd,delivered,2017-05-22 16:41:52,SP,RS,perfumery,1.0,28.9,15.79,1.0,44.69,credit_card,2.0,0,5,0,16,0,7.757905092592592,0
987a7513457d44ffc8432ee81ea324a0,39f1e972486294ade1fafd1c21948ea1,delivered,2017-05-22 16:44:11,PR,SP,bed_bath_table,1.0,193.99,26.2,1.0,220.19,credit_card,10.0,0,5,0,16,0,6.9068402777777775,0
bbf2756e70a99d07183bcd6fb9ef80f4,f3e6696a1b0aa4c936fb635f29f91504,delivered,2017-05-22 16:50:58,SP,SC,garden_tools,1.0,449.0,23.63,1.0,472.63,credit_card,10.0,0,5,0,16,0,6.718078703703704,0
9053095d6a8816107d406e70df00efd0,73fae0f59caf72aeb4c69ad3ad534c44,delivered,2017-05-22 17:00:19,BA,SP,bed_bath_table,1.0,40.99,16.79,1.0,57.78,unknown,1.0,0,5,0,17,0,15.85511574074074,1
589795a183cebb8c0023a76a44447747,c1c5f746e2e64d4708601296fe4899a6,delivered,2017-05-22 17:13:28,SC,SP,fashion_bags_accessories,1.0,89.99,15.38,1.0,105.37,credit_card,2.0,0,5,0,17,0,16.999861111111112,1
